fips_code,year,ru_code,ruc_label
22117,1970,4,Nonmetro - urban larger pop. adjacent to metro area
22119,2014_18,2,Metro - medium population
22119,2000,6,Nonmetro - urban smaller pop. adjacent to metro area
22119,1990,2,Metro - medium population
22119,1980,4,Nonmetro - urban larger pop. adjacent to metro area
22119,1970,2,Metro - medium population
22121,2014_18,2,Metro - medium population
22121,2000,2,Metro - medium population
22121,1990,2,Metro - medium population
22121,1980,2,Metro - medium population
22121,1970,2,Metro - medium population
22123,2014_18,9,Nonmetro - rural not adjacent to metro area
22123,2000,9,Nonmetro - rural not adjacent to metro area
22123,1990,9,Nonmetro - rural not adjacent to metro area
22123,1980,9,Nonmetro - rural not adjacent to metro area
22123,1970,9,Nonmetro - rural not adjacent to metro area
22125,2014_18,2,Metro - medium population
22125,2000,2,Metro - medium population
22125,1990,8,Nonmetro - rural adjacent to metro area
22125,1980,8,Nonmetro - rural adjacent to metro area
22125,1970,8,Nonmetro - rural adjacent to metro area
22127,2014_18,6,Nonmetro - urban smaller pop. adjacent to metro area
22127,2000,6,Nonmetro - urban smaller pop. adjacent to metro area
22127,1990,7,Nonmetro - urban smaller pop. not adjacent to metro area
22127,1980,7,Nonmetro - urban smaller pop. not adjacent to metro area
22127,1970,7,Nonmetro - urban smaller pop. not adjacent to metro area
23001,2014_18,3,Metro - smallest population
23001,2000,3,Metro - smallest population
23001,1990,3,Metro - smallest population
23001,1980,3,Metro - smallest population
23001,1970,3,Metro - smallest population
23003,2014_18,7,Nonmetro - urban smaller pop. not adjacent to metro area
23003,2000,7,Nonmetro - urban smaller pop. not adjacent to metro area
23003,1990,5,Nonmetro - urban larger pop. not adjacent to metro area
23003,1980,5,Nonmetro - urban larger pop. not adjacent to metro area
23003,1970,5,Nonmetro - urban larger pop. not adjacent to metro area
23005,2014_18,2,Metro - medium population
23005,2000,2,Metro - medium population
23005,1990,3,Metro - smallest population
23005,1980,3,Metro - smallest population
23005,1970,3,Metro - smallest population
23007,2014_18,6,Nonmetro - urban smaller pop. adjacent to metro area
23007,2000,6,Nonmetro - urban smaller pop. adjacent to metro area
23007,1990,6,Nonmetro - urban smaller pop. adjacent to metro area
23007,1980,6,Nonmetro - urban smaller pop. adjacent to metro area
23007,1970,6,Nonmetro - urban smaller pop. adjacent to metro area
23009,2014_18,6,Nonmetro - urban smaller pop. adjacent to metro area
23009,2000,6,Nonmetro - urban smaller pop. adjacent to metro area
23009,1990,6,Nonmetro - urban smaller pop. adjacent to metro area
23009,1980,7,Nonmetro - urban smaller pop. not adjacent to metro area
23009,1970,7,Nonmetro - urban smaller pop. not adjacent to metro area
23011,2014_18,4,Nonmetro - urban larger pop. adjacent to metro area
23011,2000,4,Nonmetro - urban larger pop. adjacent to metro area
23011,1990,4,Nonmetro - urban larger pop. adjacent to metro area
23011,1980,4,Nonmetro - urban larger pop. adjacent to metro area
23011,1970,4,Nonmetro - urban larger pop. adjacent to metro area
23013,2014_18,7,Nonmetro - urban smaller pop. not adjacent to metro area
23013,2000,7,Nonmetro - urban smaller pop. not adjacent to metro area
23013,1990,7,Nonmetro - urban smaller pop. not adjacent to metro area
23013,1980,7,Nonmetro - urban smaller pop. not adjacent to metro area
23013,1970,7,Nonmetro - urban smaller pop. not adjacent to metro area
23015,2014_18,8,Nonmetro - rural adjacent to metro area
23015,2000,8,Nonmetro - rural adjacent to metro area
23015,1990,9,Nonmetro - rural not adjacent to metro area
23015,1980,9,Nonmetro - rural not adjacent to metro area
23015,1970,8,Nonmetro - rural adjacent to metro area
23017,2014_18,6,Nonmetro - urban smaller pop. adjacent to metro area
23017,2000,6,Nonmetro - urban smaller pop. adjacent to metro area
23017,1990,6,Nonmetro - urban smaller pop. adjacent to metro area
23017,1980,6,Nonmetro - urban smaller pop. adjacent to metro area
23017,1970,6,Nonmetro - urban smaller pop. adjacent to metro area
23019,2014_18,3,Metro - smallest population
23019,2000,3,Metro - smallest population
23019,1990,3,Metro - smallest population
23019,1980,3,Metro - smallest population
23019,1970,5,Nonmetro - urban larger pop. not adjacent to metro area
23021,2014_18,8,Nonmetro - rural adjacent to metro area
23021,2000,8,Nonmetro - rural adjacent to metro area
23021,1990,6,Nonmetro - urban smaller pop. adjacent to metro area
23021,1980,6,Nonmetro - urban smaller pop. adjacent to metro area
23021,1970,7,Nonmetro - urban smaller pop. not adjacent to metro area
23023,2014_18,2,Metro - medium population
23023,2000,2,Metro - medium population
23023,1990,6,Nonmetro - urban smaller pop. adjacent to metro area
23023,1980,6,Nonmetro - urban smaller pop. adjacent to metro area
23023,1970,3,Metro - smallest population
23025,2014_18,6,Nonmetro - urban smaller pop. adjacent to metro area
23025,2000,6,Nonmetro - urban smaller pop. adjacent to metro area
23025,1990,7,Nonmetro - urban smaller pop. not adjacent to metro area
23025,1980,7,Nonmetro - urban smaller pop. not adjacent to metro area
23025,1970,7,Nonmetro - urban smaller pop. not adjacent to metro area
23027,2014_18,6,Nonmetro - urban smaller pop. adjacent to metro area
23027,2000,6,Nonmetro - urban smaller pop. adjacent to metro area
23027,1990,6,Nonmetro - urban smaller pop. adjacent to metro area
23027,1980,6,Nonmetro - urban smaller pop. adjacent to metro area
23027,1970,7,Nonmetro - urban smaller pop. not adjacent to metro area
23029,2014_18,7,Nonmetro - urban smaller pop. not adjacent to metro area
23029,2000,7,Nonmetro - urban smaller pop. not adjacent to metro area
23029,1990,7,Nonmetro - urban smaller pop. not adjacent to metro area
23029,1980,7,Nonmetro - urban smaller pop. not adjacent to metro area
23029,1970,7,Nonmetro - urban smaller pop. not adjacent to metro area
23031,2014_18,2,Metro - medium population
23031,2000,2,Metro - medium population
23031,1990,4,Nonmetro - urban larger pop. adjacent to metro area
23031,1980,4,Nonmetro - urban larger pop. adjacent to metro area
23031,1970,4,Nonmetro - urban larger pop. adjacent to metro area
24001,2014_18,3,Metro - smallest population
24001,2000,3,Metro - smallest population
24001,1990,3,Metro - smallest population
24001,1980,3,Metro - smallest population
24001,1970,5,Nonmetro - urban larger pop. not adjacent to metro area
24003,2014_18,1,Metro - largest population
24003,2000,1,Metro - largest population
24003,1990,0,NA
24003,1980,1,Metro - largest population
24003,1970,1,Metro - largest population
24005,2014_18,1,Metro - largest population
24005,2000,1,Metro - largest population
24005,1990,0,NA
24005,1980,1,Metro - largest population
24005,1970,1,Metro - largest population
24009,2014_18,1,Metro - largest population
24009,2000,1,Metro - largest population
24009,1990,1,Metro - largest population
24009,1980,1,Metro - largest population
24009,1970,8,Nonmetro - rural adjacent to metro area
24011,2014_18,6,Nonmetro - urban smaller pop. adjacent to metro area
24011,2000,6,Nonmetro - urban smaller pop. adjacent to metro area
24011,1990,6,Nonmetro - urban smaller pop. adjacent to metro area
24011,1980,8,Nonmetro - rural adjacent to metro area
24011,1970,9,Nonmetro - rural not adjacent to metro area
24013,2014_18,1,Metro - largest population
24013,2000,1,Metro - largest population
24013,1990,1,Metro - largest population
24013,1980,1,Metro - largest population
24013,1970,1,Metro - largest population
24015,2014_18,1,Metro - largest population
24015,2000,1,Metro - largest population
24015,1990,2,Metro - medium population
24015,1980,2,Metro - medium population
24015,1970,2,Metro - medium population
24017,2014_18,1,Metro - largest population
24017,2000,1,Metro - largest population
24017,1990,1,Metro - largest population
24017,1980,1,Metro - largest population
24017,1970,1,Metro - largest population
24019,2014_18,6,Nonmetro - urban smaller pop. adjacent to metro area
24019,2000,6,Nonmetro - urban smaller pop. adjacent to metro area
24019,1990,7,Nonmetro - urban smaller pop. not adjacent to metro area
24019,1980,7,Nonmetro - urban smaller pop. not adjacent to metro area
24019,1970,7,Nonmetro - urban smaller pop. not adjacent to metro area
24021,2014_18,1,Metro - largest population
24021,2000,1,Metro - largest population
24021,1990,1,Metro - largest population
24021,1980,1,Metro - largest population
24021,1970,4,Nonmetro - urban larger pop. adjacent to metro area
24023,2014_18,6,Nonmetro - urban smaller pop. adjacent to metro area
24023,2000,6,Nonmetro - urban smaller pop. adjacent to metro area
24023,1990,8,Nonmetro - rural adjacent to metro area
24023,1980,8,Nonmetro - rural adjacent to metro area
24023,1970,9,Nonmetro - rural not adjacent to metro area
24025,2014_18,1,Metro - largest population
24025,2000,1,Metro - largest population
24025,1990,0,NA
24025,1980,1,Metro - largest population
24025,1970,1,Metro - largest population
24027,2014_18,1,Metro - largest population
24027,2000,1,Metro - largest population
24027,1990,0,NA
24027,1980,1,Metro - largest population
24027,1970,1,Metro - largest population
24029,2014_18,6,Nonmetro - urban smaller pop. adjacent to metro area
24029,2000,6,Nonmetro - urban smaller pop. adjacent to metro area
24029,1990,6,Nonmetro - urban smaller pop. adjacent to metro area
24029,1980,6,Nonmetro - urban smaller pop. adjacent to metro area
24029,1970,6,Nonmetro - urban smaller pop. adjacent to metro area
24031,2014_18,1,Metro - largest population
24031,2000,1,Metro - largest population
24031,1990,0,NA
24031,1980,1,Metro - largest population
24031,1970,1,Metro - largest population
24033,2014_18,1,Metro - largest population
24033,2000,1,Metro - largest population
24033,1990,0,NA
24033,1980,1,Metro - largest population
24033,1970,1,Metro - largest population
24035,2014_18,1,Metro - largest population
24035,2000,1,Metro - largest population
24035,1990,1,Metro - largest population
24035,1980,1,Metro - largest population
24035,1970,8,Nonmetro - rural adjacent to metro area
24037,2014_18,3,Metro - smallest population
24037,2000,4,Nonmetro - urban larger pop. adjacent to metro area
24037,1990,4,Nonmetro - urban larger pop. adjacent to metro area
24037,1980,6,Nonmetro - urban smaller pop. adjacent to metro area
24037,1970,6,Nonmetro - urban smaller pop. adjacent to metro area
24039,2014_18,2,Metro - medium population
24039,2000,3,Metro - smallest population
24039,1990,7,Nonmetro - urban smaller pop. not adjacent to metro area
24039,1980,7,Nonmetro - urban smaller pop. not adjacent to metro area
24039,1970,7,Nonmetro - urban smaller pop. not adjacent to metro area
24041,2014_18,6,Nonmetro - urban smaller pop. adjacent to metro area
24041,2000,6,Nonmetro - urban smaller pop. adjacent to metro area
24041,1990,6,Nonmetro - urban smaller pop. adjacent to metro area
24041,1980,7,Nonmetro - urban smaller pop. not adjacent to metro area
24041,1970,7,Nonmetro - urban smaller pop. not adjacent to metro area
24043,2014_18,2,Metro - medium population
24043,2000,3,Metro - smallest population
24043,1990,3,Metro - smallest population
24043,1980,3,Metro - smallest population
24043,1970,5,Nonmetro - urban larger pop. not adjacent to metro area
24045,2014_18,2,Metro - medium population
24045,2000,3,Metro - smallest population
24045,1990,5,Nonmetro - urban larger pop. not adjacent to metro area
24045,1980,7,Nonmetro - urban smaller pop. not adjacent to metro area
24045,1970,7,Nonmetro - urban smaller pop. not adjacent to metro area
24047,2014_18,2,Metro - medium population
24047,2000,4,Nonmetro - urban larger pop. adjacent to metro area
24047,1990,7,Nonmetro - urban smaller pop. not adjacent to metro area
24047,1980,7,Nonmetro - urban smaller pop. not adjacent to metro area
24047,1970,7,Nonmetro - urban smaller pop. not adjacent to metro area
24510,2014_18,1,Metro - largest population
24510,2000,1,Metro - largest population
24510,1990,0,NA
24510,1980,0,NA
24510,1970,0,NA
25001,2014_18,3,Metro - smallest population
25001,2000,3,Metro - smallest population
25001,1990,3,Metro - smallest population
25001,1980,4,Nonmetro - urban larger pop. adjacent to metro area
25001,1970,4,Nonmetro - urban larger pop. adjacent to metro area
25003,2014_18,3,Metro - smallest population
25003,2000,3,Metro - smallest population
25003,1990,3,Metro - smallest population
25003,1980,3,Metro - smallest population
25003,1970,3,Metro - smallest population
25005,2014_18,1,Metro - largest population
25005,2000,1,Metro - largest population
25005,1990,2,Metro - medium population
25005,1980,2,Metro - medium population
25005,1970,2,Metro - medium population
25007,2014_18,7,Nonmetro - urban smaller pop. not adjacent to metro area
25007,2000,7,Nonmetro - urban smaller pop. not adjacent to metro area
25007,1990,9,Nonmetro - rural not adjacent to metro area
25007,1980,9,Nonmetro - rural not adjacent to metro area
25007,1970,9,Nonmetro - rural not adjacent to metro area
25009,2014_18,1,Metro - largest population
25009,2000,1,Metro - largest population
25009,1990,0,NA
25009,1980,1,Metro - largest population
25009,1970,0,NA
25011,2014_18,4,Nonmetro - urban larger pop. adjacent to metro area
25011,2000,2,Metro - medium population
25011,1990,4,Nonmetro - urban larger pop. adjacent to metro area
25011,1980,4,Nonmetro - urban larger pop. adjacent to metro area
25011,1970,4,Nonmetro - urban larger pop. adjacent to metro area
25013,2014_18,2,Metro - medium population
25013,2000,2,Metro - medium population
25013,1990,2,Metro - medium population
25013,1980,2,Metro - medium population
25013,1970,2,Metro - medium population
25015,2014_18,2,Metro - medium population
25015,2000,2,Metro - medium population
25015,1990,2,Metro - medium population
25015,1980,2,Metro - medium population
25015,1970,2,Metro - medium population
25017,2014_18,1,Metro - largest population
25017,2000,1,Metro - largest population
25017,1990,0,NA
25017,1980,0,NA
25017,1970,0,NA
25019,2014_18,7,Nonmetro - urban smaller pop. not adjacent to metro area
25019,2000,7,Nonmetro - urban smaller pop. not adjacent to metro area
25019,1990,7,Nonmetro - urban smaller pop. not adjacent to metro area
25019,1980,7,Nonmetro - urban smaller pop. not adjacent to metro area
25019,1970,9,Nonmetro - rural not adjacent to metro area
25021,2014_18,1,Metro - largest population
25021,2000,1,Metro - largest population
25021,1990,0,NA
25021,1980,1,Metro - largest population
25021,1970,1,Metro - largest population
25023,2014_18,1,Metro - largest population
25023,2000,1,Metro - largest population
25023,1990,1,Metro - largest population
25023,1980,1,Metro - largest population
25023,1970,2,Metro - medium population
25025,2014_18,1,Metro - largest population
25025,2000,1,Metro - largest population
25025,1990,0,NA
25025,1980,0,NA
25025,1970,0,NA
25027,2014_18,2,Metro - medium population
25027,2000,2,Metro - medium population
25027,1990,0,NA
25027,1980,2,Metro - medium population
25027,1970,2,Metro - medium population
26001,2014_18,9,Nonmetro - rural not adjacent to metro area
26001,2000,9,Nonmetro - rural not adjacent to metro area
26001,1990,9,Nonmetro - rural not adjacent to metro area
26001,1980,9,Nonmetro - rural not adjacent to metro area
26001,1970,9,Nonmetro - rural not adjacent to metro area
26003,2014_18,7,Nonmetro - urban smaller pop. not adjacent to metro area
26003,2000,9,Nonmetro - rural not adjacent to metro area
26003,1990,7,Nonmetro - urban smaller pop. not adjacent to metro area
26003,1980,7,Nonmetro - urban smaller pop. not adjacent to metro area
26003,1970,7,Nonmetro - urban smaller pop. not adjacent to metro area
26005,2014_18,4,Nonmetro - urban larger pop. adjacent to metro area
26005,2000,4,Nonmetro - urban larger pop. adjacent to metro area
26005,1990,2,Metro - medium population
26005,1980,6,Nonmetro - urban smaller pop. adjacent to metro area
26005,1970,6,Nonmetro - urban smaller pop. adjacent to metro area
26007,2014_18,7,Nonmetro - urban smaller pop. not adjacent to metro area
26007,2000,7,Nonmetro - urban smaller pop. not adjacent to metro area
26007,1990,7,Nonmetro - urban smaller pop. not adjacent to metro area
26007,1980,7,Nonmetro - urban smaller pop. not adjacent to metro area
26007,1970,7,Nonmetro - urban smaller pop. not adjacent to metro area
26009,2014_18,9,Nonmetro - rural not adjacent to metro area
26009,2000,9,Nonmetro - rural not adjacent to metro area
26009,1990,9,Nonmetro - rural not adjacent to metro area
26009,1980,9,Nonmetro - rural not adjacent to metro area
26009,1970,9,Nonmetro - rural not adjacent to metro area
26011,2014_18,8,Nonmetro - rural adjacent to metro area
26011,2000,8,Nonmetro - rural adjacent to metro area
26011,1990,8,Nonmetro - rural adjacent to metro area
26011,1980,8,Nonmetro - rural adjacent to metro area
26011,1970,8,Nonmetro - rural adjacent to metro area
26013,2014_18,9,Nonmetro - rural not adjacent to metro area
26013,2000,9,Nonmetro - rural not adjacent to metro area
26013,1990,9,Nonmetro - rural not adjacent to metro area
26013,1980,7,Nonmetro - urban smaller pop. not adjacent to metro area
26013,1970,7,Nonmetro - urban smaller pop. not adjacent to metro area
26015,2014_18,2,Metro - medium population
26015,2000,2,Metro - medium population
26015,1990,6,Nonmetro - urban smaller pop. adjacent to metro area
26015,1980,6,Nonmetro - urban smaller pop. adjacent to metro area
26015,1970,3,Metro - smallest population
26017,2014_18,3,Metro - smallest population
26017,2000,3,Metro - smallest population
26017,1990,2,Metro - medium population
26017,1980,2,Metro - medium population
26017,1970,3,Metro - smallest population
26019,2014_18,9,Nonmetro - rural not adjacent to metro area
26019,2000,9,Nonmetro - rural not adjacent to metro area
26019,1990,9,Nonmetro - rural not adjacent to metro area
26019,1980,9,Nonmetro - rural not adjacent to metro area
26019,1970,9,Nonmetro - rural not adjacent to metro area
26021,2014_18,3,Metro - smallest population
26021,2000,3,Metro - smallest population
26021,1990,3,Metro - smallest population
26021,1980,3,Metro - smallest population
26021,1970,4,Nonmetro - urban larger pop. adjacent to metro area
26023,2014_18,6,Nonmetro - urban smaller pop. adjacent to metro area
26023,2000,6,Nonmetro - urban smaller pop. adjacent to metro area
26023,1990,6,Nonmetro - urban smaller pop. adjacent to metro area
26023,1980,6,Nonmetro - urban smaller pop. adjacent to metro area
26023,1970,6,Nonmetro - urban smaller pop. adjacent to metro area
26025,2014_18,3,Metro - smallest population
26025,2000,3,Metro - smallest population
26025,1990,2,Metro - medium population
26025,1980,3,Metro - smallest population
26025,1970,3,Metro - smallest population
26027,2014_18,2,Metro - medium population
26027,2000,2,Metro - medium population
26027,1990,6,Nonmetro - urban smaller pop. adjacent to metro area
26027,1980,6,Nonmetro - urban smaller pop. adjacent to metro area
26027,1970,6,Nonmetro - urban smaller pop. adjacent to metro area
26029,2014_18,7,Nonmetro - urban smaller pop. not adjacent to metro area
26029,2000,7,Nonmetro - urban smaller pop. not adjacent to metro area
26029,1990,7,Nonmetro - urban smaller pop. not adjacent to metro area
26029,1980,7,Nonmetro - urban smaller pop. not adjacent to metro area
26029,1970,7,Nonmetro - urban smaller pop. not adjacent to metro area
26031,2014_18,7,Nonmetro - urban smaller pop. not adjacent to metro area
26031,2000,7,Nonmetro - urban smaller pop. not adjacent to metro area
26031,1990,7,Nonmetro - urban smaller pop. not adjacent to metro area
26031,1980,7,Nonmetro - urban smaller pop. not adjacent to metro area
26031,1970,7,Nonmetro - urban smaller pop. not adjacent to metro area
26033,2014_18,7,Nonmetro - urban smaller pop. not adjacent to metro area
26033,2000,5,Nonmetro - urban larger pop. not adjacent to metro area
26033,1990,7,Nonmetro - urban smaller pop. not adjacent to metro area
26033,1980,7,Nonmetro - urban smaller pop. not adjacent to metro area
26033,1970,5,Nonmetro - urban larger pop. not adjacent to metro area
26035,2014_18,6,Nonmetro - urban smaller pop. adjacent to metro area
26035,2000,7,Nonmetro - urban smaller pop. not adjacent to metro area
26035,1990,7,Nonmetro - urban smaller pop. not adjacent to metro area
26035,1980,7,Nonmetro - urban smaller pop. not adjacent to metro area
26035,1970,7,Nonmetro - urban smaller pop. not adjacent to metro area
26037,2014_18,2,Metro - medium population
26037,2000,2,Metro - medium population
26037,1990,2,Metro - medium population
26037,1980,2,Metro - medium population
26037,1970,2,Metro - medium population
26039,2014_18,7,Nonmetro - urban smaller pop. not adjacent to metro area
26039,2000,7,Nonmetro - urban smaller pop. not adjacent to metro area
26039,1990,9,Nonmetro - rural not adjacent to metro area
26039,1980,9,Nonmetro - rural not adjacent to metro area
26039,1970,9,Nonmetro - rural not adjacent to metro area
26041,2014_18,5,Nonmetro - urban larger pop. not adjacent to metro area
26041,2000,5,Nonmetro - urban larger pop. not adjacent to metro area
26041,1990,7,Nonmetro - urban smaller pop. not adjacent to metro area
26041,1980,7,Nonmetro - urban smaller pop. not adjacent to metro area
26041,1970,5,Nonmetro - urban larger pop. not adjacent to metro area
26043,2014_18,7,Nonmetro - urban smaller pop. not adjacent to metro area
26043,2000,5,Nonmetro - urban larger pop. not adjacent to metro area
26043,1990,7,Nonmetro - urban smaller pop. not adjacent to metro area
26043,1980,7,Nonmetro - urban smaller pop. not adjacent to metro area
26043,1970,7,Nonmetro - urban smaller pop. not adjacent to metro area
26045,2014_18,2,Metro - medium population
26045,2000,2,Metro - medium population
26045,1990,2,Metro - medium population
26045,1980,2,Metro - medium population
26045,1970,2,Metro - medium population
26047,2014_18,7,Nonmetro - urban smaller pop. not adjacent to metro area
26047,2000,7,Nonmetro - urban smaller pop. not adjacent to metro area
26047,1990,7,Nonmetro - urban smaller pop. not adjacent to metro area
26047,1980,7,Nonmetro - urban smaller pop. not adjacent to metro area
26047,1970,7,Nonmetro - urban smaller pop. not adjacent to metro area
26049,2014_18,2,Metro - medium population
26049,2000,2,Metro - medium population
26049,1990,2,Metro - medium population
26049,1980,2,Metro - medium population
26049,1970,2,Metro - medium population
26051,2014_18,6,Nonmetro - urban smaller pop. adjacent to metro area
26051,2000,6,Nonmetro - urban smaller pop. adjacent to metro area
26051,1990,6,Nonmetro - urban smaller pop. adjacent to metro area
26051,1980,8,Nonmetro - rural adjacent to metro area
26051,1970,8,Nonmetro - rural adjacent to metro area
26053,2014_18,7,Nonmetro - urban smaller pop. not adjacent to metro area
26053,2000,7,Nonmetro - urban smaller pop. not adjacent to metro area
26053,1990,7,Nonmetro - urban smaller pop. not adjacent to metro area
26053,1980,7,Nonmetro - urban smaller pop. not adjacent to metro area
26053,1970,7,Nonmetro - urban smaller pop. not adjacent to metro area
26055,2014_18,5,Nonmetro - urban larger pop. not adjacent to metro area
26055,2000,5,Nonmetro - urban larger pop. not adjacent to metro area
26055,1990,7,Nonmetro - urban smaller pop. not adjacent to metro area
26055,1980,7,Nonmetro - urban smaller pop. not adjacent to metro area
26055,1970,7,Nonmetro - urban smaller pop. not adjacent to metro area
26057,2014_18,6,Nonmetro - urban smaller pop. adjacent to metro area
26057,2000,6,Nonmetro - urban smaller pop. adjacent to metro area
26057,1990,6,Nonmetro - urban smaller pop. adjacent to metro area
26057,1980,6,Nonmetro - urban smaller pop. adjacent to metro area
26057,1970,6,Nonmetro - urban smaller pop. adjacent to metro area
26059,2014_18,6,Nonmetro - urban smaller pop. adjacent to metro area
26059,2000,6,Nonmetro - urban smaller pop. adjacent to metro area
26059,1990,6,Nonmetro - urban smaller pop. adjacent to metro area
26059,1980,6,Nonmetro - urban smaller pop. adjacent to metro area
26059,1970,6,Nonmetro - urban smaller pop. adjacent to metro area
26061,2014_18,5,Nonmetro - urban larger pop. not adjacent to metro area
26061,2000,5,Nonmetro - urban larger pop. not adjacent to metro area
26061,1990,7,Nonmetro - urban smaller pop. not adjacent to metro area
26061,1980,7,Nonmetro - urban smaller pop. not adjacent to metro area
26061,1970,7,Nonmetro - urban smaller pop. not adjacent to metro area
26063,2014_18,7,Nonmetro - urban smaller pop. not adjacent to metro area
26063,2000,7,Nonmetro - urban smaller pop. not adjacent to metro area
26063,1990,7,Nonmetro - urban smaller pop. not adjacent to metro area
26063,1980,7,Nonmetro - urban smaller pop. not adjacent to metro area
26063,1970,7,Nonmetro - urban smaller pop. not adjacent to metro area
26065,2014_18,2,Metro - medium population
26065,2000,2,Metro - medium population
26065,1990,2,Metro - medium population
26065,1980,2,Metro - medium population
26065,1970,2,Metro - medium population
26067,2014_18,4,Nonmetro - urban larger pop. adjacent to metro area
26067,2000,2,Metro - medium population
26067,1990,6,Nonmetro - urban smaller pop. adjacent to metro area
26067,1980,6,Nonmetro - urban smaller pop. adjacent to metro area
26067,1970,2,Metro - medium population
26069,2014_18,7,Nonmetro - urban smaller pop. not adjacent to metro area
26069,2000,7,Nonmetro - urban smaller pop. not adjacent to metro area
26069,1990,7,Nonmetro - urban smaller pop. not adjacent to metro area
26069,1980,7,Nonmetro - urban smaller pop. not adjacent to metro area
26069,1970,7,Nonmetro - urban smaller pop. not adjacent to metro area
26071,2014_18,7,Nonmetro - urban smaller pop. not adjacent to metro area
26071,2000,7,Nonmetro - urban smaller pop. not adjacent to metro area
26071,1990,9,Nonmetro - rural not adjacent to metro area
26071,1980,9,Nonmetro - rural not adjacent to metro area
26071,1970,7,Nonmetro - urban smaller pop. not adjacent to metro area
26073,2014_18,4,Nonmetro - urban larger pop. adjacent to metro area
26073,2000,5,Nonmetro - urban larger pop. not adjacent to metro area
26073,1990,4,Nonmetro - urban larger pop. adjacent to metro area
26073,1980,5,Nonmetro - urban larger pop. not adjacent to metro area
26073,1970,5,Nonmetro - urban larger pop. not adjacent to metro area
26075,2014_18,3,Metro - smallest population
26075,2000,3,Metro - smallest population
26075,1990,3,Metro - smallest population
26075,1980,3,Metro - smallest population
26075,1970,3,Metro - smallest population
26077,2014_18,2,Metro - medium population
26077,2000,2,Metro - medium population
26077,1990,2,Metro - medium population
26077,1980,3,Metro - smallest population
26077,1970,2,Metro - medium population
26079,2014_18,7,Nonmetro - urban smaller pop. not adjacent to metro area
26079,2000,7,Nonmetro - urban smaller pop. not adjacent to metro area
26079,1990,9,Nonmetro - rural not adjacent to metro area
26079,1980,9,Nonmetro - rural not adjacent to metro area
26079,1970,9,Nonmetro - rural not adjacent to metro area
26081,2014_18,2,Metro - medium population
26081,2000,2,Metro - medium population
26081,1990,2,Metro - medium population
26081,1980,2,Metro - medium population
26081,1970,2,Metro - medium population
26083,2014_18,9,Nonmetro - rural not adjacent to metro area
26083,2000,9,Nonmetro - rural not adjacent to metro area
26083,1990,9,Nonmetro - rural not adjacent to metro area
26083,1980,9,Nonmetro - rural not adjacent to metro area
26083,1970,9,Nonmetro - rural not adjacent to metro area
26085,2014_18,9,Nonmetro - rural not adjacent to metro area
26085,2000,8,Nonmetro - rural adjacent to metro area
26085,1990,9,Nonmetro - rural not adjacent to metro area
26085,1980,9,Nonmetro - rural not adjacent to metro area
26085,1970,9,Nonmetro - rural not adjacent to metro area
26087,2014_18,1,Metro - largest population
26087,2000,1,Metro - largest population
26087,1990,1,Metro - largest population
26087,1980,1,Metro - largest population
26087,1970,1,Metro - largest population
26089,2014_18,9,Nonmetro - rural not adjacent to metro area
26089,2000,9,Nonmetro - rural not adjacent to metro area
26089,1990,9,Nonmetro - rural not adjacent to metro area
26089,1980,9,Nonmetro - rural not adjacent to metro area
26089,1970,9,Nonmetro - rural not adjacent to metro area
26091,2014_18,4,Nonmetro - urban larger pop. adjacent to metro area
26091,2000,4,Nonmetro - urban larger pop. adjacent to metro area
26091,1990,1,Metro - largest population
26091,1980,4,Nonmetro - urban larger pop. adjacent to metro area
26091,1970,4,Nonmetro - urban larger pop. adjacent to metro area
26093,2014_18,1,Metro - largest population
26093,2000,1,Metro - largest population
26093,1990,1,Metro - largest population
26093,1980,1,Metro - largest population
26093,1970,1,Metro - largest population
26095,2014_18,7,Nonmetro - urban smaller pop. not adjacent to metro area
26095,2000,7,Nonmetro - urban smaller pop. not adjacent to metro area
26095,1990,9,Nonmetro - rural not adjacent to metro area
26095,1980,9,Nonmetro - rural not adjacent to metro area
26095,1970,9,Nonmetro - rural not adjacent to metro area
26097,2014_18,7,Nonmetro - urban smaller pop. not adjacent to metro area
26097,2000,7,Nonmetro - urban smaller pop. not adjacent to metro area
26097,1990,7,Nonmetro - urban smaller pop. not adjacent to metro area
26097,1980,7,Nonmetro - urban smaller pop. not adjacent to metro area
26097,1970,7,Nonmetro - urban smaller pop. not adjacent to metro area
26099,2014_18,1,Metro - largest population
26099,2000,1,Metro - largest population
26099,1990,0,NA
26099,1980,1,Metro - largest population
26099,1970,1,Metro - largest population
26101,2014_18,7,Nonmetro - urban smaller pop. not adjacent to metro area
26101,2000,7,Nonmetro - urban smaller pop. not adjacent to metro area
26101,1990,7,Nonmetro - urban smaller pop. not adjacent to metro area
26101,1980,7,Nonmetro - urban smaller pop. not adjacent to metro area
26101,1970,7,Nonmetro - urban smaller pop. not adjacent to metro area
26103,2014_18,5,Nonmetro - urban larger pop. not adjacent to metro area
26103,2000,5,Nonmetro - urban larger pop. not adjacent to metro area
26103,1990,5,Nonmetro - urban larger pop. not adjacent to metro area
26103,1980,5,Nonmetro - urban larger pop. not adjacent to metro area
26103,1970,5,Nonmetro - urban larger pop. not adjacent to metro area
26105,2014_18,7,Nonmetro - urban smaller pop. not adjacent to metro area
